query_toks_no_value,question,table name
"['select', 'count', '(', '*', ')', 'from', 'templates', 'where', 'template_type_code', '=', 'value']",How many templates have template type code CV?,['templates']
"['select', 'count', '(', '*', ')', 'from', 'templates', 'where', 'template_type_code', '=', 'value']",Count the number of templates of the type CV.,['templates']
"['select', 'version_number', ',', 'template_type_code', 'from', 'templates', 'where', 'version_number', '>', 'value']",What is the version number and template type code for the template with version number later than 5?,['templates']
"['select', 'version_number', ',', 'template_type_code', 'from', 'templates', 'where', 'version_number', '>', 'value']",Return the version numbers and template type codes of templates with a version number greater than 5.,['templates']
"['select', 'template_type_code', ',', 'count', '(', '*', ')', 'from', 'templates', 'group', 'by', 'template_type_code']",Show all template type codes and number of templates for each.,['templates']
"['select', 'template_type_code', ',', 'count', '(', '*', ')', 'from', 'templates', 'group', 'by', 'template_type_code']","What are the different template type codes, and how many templates correspond to each?",['templates']
"['select', 'template_type_code', 'from', 'templates', 'group', 'by', 'template_type_code', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which template type code has most number of templates?,['templates']
"['select', 'template_type_code', 'from', 'templates', 'group', 'by', 'template_type_code', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the type code of the template type that the most templates belong to.,['templates']
"['select', 'template_type_code', 'from', 'templates', 'group', 'by', 'template_type_code', 'having', 'count', '(', '*', ')', '<', 'value']",Show all template type codes with less than three templates.,['templates']
"['select', 'template_type_code', 'from', 'templates', 'group', 'by', 'template_type_code', 'having', 'count', '(', '*', ')', '<', 'value']",What are the codes of template types that have fewer than 3 templates?,['templates']
"['select', 'min', '(', 'version_number', ')', ',', 'template_type_code', 'from', 'templates']",What the smallest version number and its template type code?,['templates']
"['select', 'min', '(', 'version_number', ')', ',', 'template_type_code', 'from', 'templates']","Return the lowest version number, along with its corresponding template type code.",['templates']
"['select', 't1', '.', 'template_type_code', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'where', 't2', '.', 'document_name', '=', 'value']","What is the template type code of the template used by document with the name ""Data base""?","['templates', 'documents']"
"['select', 't1', '.', 'template_type_code', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'where', 't2', '.', 'document_name', '=', 'value']",Return the template type code of the template that is used by a document named Data base.,"['templates', 'documents']"
"['select', 't2', '.', 'document_name', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'where', 't1', '.', 'template_type_code', '=', 'value']",Show all document names using templates with template type code BK.,"['templates', 'documents']"
"['select', 't2', '.', 'document_name', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'where', 't1', '.', 'template_type_code', '=', 'value']",What are the names of documents that use templates with the code BK?,"['templates', 'documents']"
"['select', 't1', '.', 'template_type_code', ',', 'count', '(', '*', ')', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'group', 'by', 't1', '.', 'template_type_code']",Show all template type codes and the number of documents using each type.,"['templates', 'documents']"
"['select', 't1', '.', 'template_type_code', ',', 'count', '(', '*', ')', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'group', 'by', 't1', '.', 'template_type_code']","What are the different template type codes, and how many documents use each type?","['templates', 'documents']"
"['select', 't1', '.', 'template_type_code', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'group', 'by', 't1', '.', 'template_type_code', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Which template type code is used by most number of documents?,"['templates', 'documents']"
"['select', 't1', '.', 'template_type_code', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id', 'group', 'by', 't1', '.', 'template_type_code', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the code of the template type that is most commonly used in documents.,"['templates', 'documents']"
"['select', 'template_type_code', 'from', 'templates', 'except', 'select', 'template_type_code', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id']",Show all template type codes that are not used by any document.,"['templates', 'templates', 'documents']"
"['select', 'template_type_code', 'from', 'templates', 'except', 'select', 'template_type_code', 'from', 'templates', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'template_id', '=', 't2', '.', 'template_id']",What are the codes of template types that are not used for any document?,"['templates', 'templates', 'documents']"
"['select', 'template_type_code', ',', 'template_type_description', 'from', 'ref_template_types']",Show all template type codes and descriptions.,['ref_template_types']
"['select', 'template_type_code', ',', 'template_type_description', 'from', 'ref_template_types']",What are the type codes and descriptions for all template types?,['ref_template_types']
"['select', 'template_type_description', 'from', 'ref_template_types', 'where', 'template_type_code', '=', 'value']","What is the template type descriptions for template type code ""AD"".",['ref_template_types']
"['select', 'template_type_description', 'from', 'ref_template_types', 'where', 'template_type_code', '=', 'value']",Return the template type description of the template type with the code AD.,['ref_template_types']
"['select', 'template_type_code', 'from', 'ref_template_types', 'where', 'template_type_description', '=', 'value']","What is the template type code for template type description ""Book"".",['ref_template_types']
"['select', 'template_type_code', 'from', 'ref_template_types', 'where', 'template_type_description', '=', 'value']","Return the type code of the template type with the description ""Book"".",['ref_template_types']
"['select', 'distinct', 't1', '.', 'template_type_description', 'from', 'ref_template_types', 'as', 't1', 'join', 'templates', 'as', 't2', 'on', 't1', '.', 'template_type_code', '=', 't2', '.', 'template_type_code', 'join', 'documents', 'as', 't3', 'on', 't2', '.', 'template_id', '=', 't3', '.', 'template_id']",What are the distinct template type descriptions for the templates ever used by any document?,"['ref_template_types', 'templates', 'documents']"
"['select', 'distinct', 't1', '.', 'template_type_description', 'from', 'ref_template_types', 'as', 't1', 'join', 'templates', 'as', 't2', 'on', 't1', '.', 'template_type_code', '=', 't2', '.', 'template_type_code', 'join', 'documents', 'as', 't3', 'on', 't2', '.', 'template_id', '=', 't3', '.', 'template_id']",Return the different descriptions for templates that have been used in a document.,"['ref_template_types', 'templates', 'documents']"
"['select', 't2', '.', 'template_id', 'from', 'ref_template_types', 'as', 't1', 'join', 'templates', 'as', 't2', 'on', 't1', '.', 'template_type_code', '=', 't2', '.', 'template_type_code', 'where', 't1', '.', 'template_type_description', '=', 'value']","What are the template ids with template type description ""Presentation"".","['ref_template_types', 'templates']"
"['select', 't2', '.', 'template_id', 'from', 'ref_template_types', 'as', 't1', 'join', 'templates', 'as', 't2', 'on', 't1', '.', 'template_type_code', '=', 't2', '.', 'template_type_code', 'where', 't1', '.', 'template_type_description', '=', 'value']",Return the ids corresponding to templates with the description 'Presentation'.,"['ref_template_types', 'templates']"
"['select', 'count', '(', '*', ')', 'from', 'paragraphs']",How many paragraphs in total?,['paragraphs']
"['select', 'count', '(', '*', ')', 'from', 'paragraphs']",Count the number of paragraphs.,['paragraphs']
"['select', 'count', '(', '*', ')', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'where', 't2', '.', 'document_name', '=', 'value']",How many paragraphs for the document with name 'Summer Show'?,"['paragraphs', 'documents']"
"['select', 'count', '(', '*', ')', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'where', 't2', '.', 'document_name', '=', 'value']",Count the number of paragraphs in the document named 'Summer Show'.,"['paragraphs', 'documents']"
"['select', 'other_details', 'from', 'paragraphs', 'where', 'paragraph_text', 'like', 'value']",Show paragraph details for paragraph with text 'Korea ' .,['paragraphs']
"['select', 'other_details', 'from', 'paragraphs', 'where', 'paragraph_text', 'like', 'value']",What are the details for the paragraph that includes the text 'Korea ' ?,['paragraphs']
"['select', 't1', '.', 'paragraph_id', ',', 't1', '.', 'paragraph_text', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'where', 't2', '.', 'document_name', '=', 'value']",Show all paragraph ids and texts for the document with name 'Welcome to NY'.,"['paragraphs', 'documents']"
"['select', 't1', '.', 'paragraph_id', ',', 't1', '.', 'paragraph_text', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'where', 't2', '.', 'document_name', '=', 'value']",What are the ids and texts of paragraphs in the document titled 'Welcome to NY'?,"['paragraphs', 'documents']"
"['select', 't1', '.', 'paragraph_text', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'where', 't2', '.', 'document_name', '=', 'value']","Show all paragraph texts for the document ""Customer reviews"".","['paragraphs', 'documents']"
"['select', 't1', '.', 'paragraph_text', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'where', 't2', '.', 'document_name', '=', 'value']",What are the paragraph texts for the document with the name 'Customer reviews'?,"['paragraphs', 'documents']"
"['select', 'document_id', ',', 'count', '(', '*', ')', 'from', 'paragraphs', 'group', 'by', 'document_id', 'order', 'by', 'document_id']",Show all document ids and the number of paragraphs in each document. Order by document id.,['paragraphs']
"['select', 'document_id', ',', 'count', '(', '*', ')', 'from', 'paragraphs', 'group', 'by', 'document_id', 'order', 'by', 'document_id']","Return the different document ids along with the number of paragraphs corresponding to each, ordered by id.",['paragraphs']
"['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', ',', 'count', '(', '*', ')', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id']","Show all document ids, names and the number of paragraphs in each document.","['paragraphs', 'documents']"
"['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', ',', 'count', '(', '*', ')', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id']","What are the ids and names of each document, as well as the number of paragraphs in each?","['paragraphs', 'documents']"
"['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",List all document ids with at least two paragraphs.,['paragraphs']
"['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', '>', '=', 'value']",What are the ids of documents that have 2 or more paragraphs?,['paragraphs']
"['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",What is the document id and name with greatest number of paragraphs?,"['paragraphs', 'documents']"
"['select', 't1', '.', 'document_id', ',', 't2', '.', 'document_name', 'from', 'paragraphs', 'as', 't1', 'join', 'documents', 'as', 't2', 'on', 't1', '.', 'document_id', '=', 't2', '.', 'document_id', 'group', 'by', 't1', '.', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'desc', 'limit', 'value']",Return the id and name of the document with the most paragraphs.,"['paragraphs', 'documents']"
"['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']",What is the document id with least number of paragraphs?,['paragraphs']
"['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'order', 'by', 'count', '(', '*', ')', 'asc', 'limit', 'value']",Return the id of the document with the fewest paragraphs.,['paragraphs']
"['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', 'between', 'value', 'and', 'value']",What is the document id with 1 to 2 paragraphs?,['paragraphs']
"['select', 'document_id', 'from', 'paragraphs', 'group', 'by', 'document_id', 'having', 'count', '(', '*', ')', 'between', 'value', 'and', 'value']",Give the ids of documents that have between one and two paragraphs.,['paragraphs']
