Table,Representation,k,Expected results,Retrieval,Evalution,COS Similary,Num documents
employee,template_based,5,"Index([20, 21, 22, 23, 24], dtype='int64')","[22, 23, 20, 24, 21]",precision@5: 1.0,"[[{'corpus_id': 22, 'score': 0.27770528197288513}, {'corpus_id': 23, 'score': 0.27699995040893555}, {'corpus_id': 20, 'score': 0.2688819169998169}, {'corpus_id': 24, 'score': 0.17143553495407104}, {'corpus_id': 21, 'score': 0.15784478187561035}]]",454
Addresses,template_based,5,"Index([25, 26, 27, 28, 29], dtype='int64')","[28, 25, 27, 26, 29]",precision@5: 1.0,"[[{'corpus_id': 28, 'score': 0.2029682844877243}, {'corpus_id': 25, 'score': 0.19661669433116913}, {'corpus_id': 27, 'score': 0.1614600419998169}, {'corpus_id': 26, 'score': 0.13715209066867828}, {'corpus_id': 29, 'score': 0.13479581475257874}]]",454
city,template_based,5,"Index([30, 31, 32, 33, 34], dtype='int64')","[32, 34, 33, 31, 30]",precision@5: 1.0,"[[{'corpus_id': 32, 'score': 0.49513107538223267}, {'corpus_id': 34, 'score': 0.4906611144542694}, {'corpus_id': 33, 'score': 0.47626566886901855}, {'corpus_id': 31, 'score': 0.4630257785320282}, {'corpus_id': 30, 'score': 0.4077970087528229}]]",454
shop,template_based,5,"Index([35, 36, 37, 38, 39], dtype='int64')","[36, 35, 38, 37, 39]",precision@5: 1.0,"[[{'corpus_id': 36, 'score': 0.2308838814496994}, {'corpus_id': 35, 'score': 0.22433631122112274}, {'corpus_id': 38, 'score': 0.22087642550468445}, {'corpus_id': 37, 'score': 0.1758510172367096}, {'corpus_id': 39, 'score': 0.15738606452941895}]]",454
stadium,template_based,5,"Index([40, 41, 42, 43, 44], dtype='int64')","[40, 43, 41, 44, 42]",precision@5: 1.0,"[[{'corpus_id': 40, 'score': 0.29625797271728516}, {'corpus_id': 43, 'score': 0.2553074359893799}, {'corpus_id': 41, 'score': 0.24094174802303314}, {'corpus_id': 44, 'score': 0.20932836830615997}, {'corpus_id': 42, 'score': 0.19744032621383667}]]",454
singer,template_based,5,"Index([45, 46, 47, 48, 49], dtype='int64')","[45, 47, 49, 48, 46]",precision@5: 1.0,"[[{'corpus_id': 45, 'score': 0.42046403884887695}, {'corpus_id': 47, 'score': 0.34727638959884644}, {'corpus_id': 49, 'score': 0.33874210715293884}, {'corpus_id': 48, 'score': 0.3385632634162903}, {'corpus_id': 46, 'score': 0.3276844322681427}]]",454
station_bike,template_based,5,"Index([50, 51, 52, 53, 54], dtype='int64')","[53, 54, 52, 51, 50]",precision@5: 1.0,"[[{'corpus_id': 53, 'score': 0.26671674847602844}, {'corpus_id': 54, 'score': 0.26537954807281494}, {'corpus_id': 52, 'score': 0.26537397503852844}, {'corpus_id': 51, 'score': 0.24718323349952698}, {'corpus_id': 50, 'score': 0.24133479595184326}]]",454
matches,template_based,5,"Index([55, 56, 57, 58, 59], dtype='int64')","[56, 58, 59, 57, 55]",precision@5: 1.0,"[[{'corpus_id': 56, 'score': 0.284150093793869}, {'corpus_id': 58, 'score': 0.2691739797592163}, {'corpus_id': 59, 'score': 0.23493307828903198}, {'corpus_id': 57, 'score': 0.2315370887517929}, {'corpus_id': 55, 'score': 0.19643981754779816}]]",454
station_train,template_based,5,"Index([60, 61, 62, 63, 64], dtype='int64')","[61, 62, 64, 60, 63]",precision@5: 1.0,"[[{'corpus_id': 61, 'score': 0.3666439354419708}, {'corpus_id': 62, 'score': 0.3612138032913208}, {'corpus_id': 64, 'score': 0.34804707765579224}, {'corpus_id': 60, 'score': 0.34336844086647034}, {'corpus_id': 63, 'score': 0.2585098445415497}]]",454
artist,template_based,5,"Index([65, 66, 67, 68, 69], dtype='int64')","[69, 68, 66, 65, 67]",precision@5: 1.0,"[[{'corpus_id': 69, 'score': 0.3681040406227112}, {'corpus_id': 68, 'score': 0.3520590662956238}, {'corpus_id': 66, 'score': 0.3033609986305237}, {'corpus_id': 65, 'score': 0.2838244140148163}, {'corpus_id': 67, 'score': 0.25960642099380493}]]",454
school,template_based,5,"Index([70, 71, 72, 73, 74], dtype='int64')","[72, 74, 73, 70, 71]",precision@5: 1.0,"[[{'corpus_id': 72, 'score': 0.4619031250476837}, {'corpus_id': 74, 'score': 0.4277075529098511}, {'corpus_id': 73, 'score': 0.4141494035720825}, {'corpus_id': 70, 'score': 0.38865289092063904}, {'corpus_id': 71, 'score': 0.33350661396980286}]]",454
book_club,template_based,5,"Index([75, 76, 77, 78, 79], dtype='int64')","[77, 76, 78, 79, 75]",precision@5: 1.0,"[[{'corpus_id': 77, 'score': 0.3812953233718872}, {'corpus_id': 76, 'score': 0.3511738181114197}, {'corpus_id': 78, 'score': 0.2857305109500885}, {'corpus_id': 79, 'score': 0.26396775245666504}, {'corpus_id': 75, 'score': 0.25982120633125305}]]",454
Staff,template_based,5,"Index([80, 81, 82, 83, 84], dtype='int64')","[84, 81, 82, 83, 80]",precision@5: 1.0,"[[{'corpus_id': 84, 'score': 0.4007648527622223}, {'corpus_id': 81, 'score': 0.32625821232795715}, {'corpus_id': 82, 'score': 0.31840264797210693}, {'corpus_id': 83, 'score': 0.3102361857891083}, {'corpus_id': 80, 'score': 0.18926696479320526}]]",454
Products,template_based,5,"Index([85, 86, 87, 88, 89], dtype='int64')","[85, 89, 88, 87, 86]",precision@5: 1.0,"[[{'corpus_id': 85, 'score': 0.36216995120048523}, {'corpus_id': 89, 'score': 0.29117849469184875}, {'corpus_id': 88, 'score': 0.2853909432888031}, {'corpus_id': 87, 'score': 0.2554260790348053}, {'corpus_id': 86, 'score': 0.250523179769516}]]",454
Addresses_customers,template_based,5,"Index([90, 91, 92, 93, 94], dtype='int64')","[91, 97, 27, 29, 93]",precision@5: 0.4,"[[{'corpus_id': 91, 'score': 0.14321400225162506}, {'corpus_id': 97, 'score': 0.12228665500879288}, {'corpus_id': 27, 'score': 0.09603157639503479}, {'corpus_id': 29, 'score': 0.09497161954641342}, {'corpus_id': 93, 'score': 0.08901335299015045}]]",454
Customers,template_based,5,"Index([95, 96, 97, 98, 99], dtype='int64')","[96, 95, 97, 99, 98]",precision@5: 1.0,"[[{'corpus_id': 96, 'score': 0.29386377334594727}, {'corpus_id': 95, 'score': 0.24557891488075256}, {'corpus_id': 97, 'score': 0.17948028445243835}, {'corpus_id': 99, 'score': 0.11205358803272247}, {'corpus_id': 98, 'score': 0.10783681273460388}]]",454
Physician,template_based,5,"Index([200, 201, 202, 203, 204], dtype='int64')","[202, 203, 201, 204, 200]",precision@5: 1.0,"[[{'corpus_id': 202, 'score': 0.3832010328769684}, {'corpus_id': 203, 'score': 0.3416270911693573}, {'corpus_id': 201, 'score': 0.30647602677345276}, {'corpus_id': 204, 'score': 0.27260082960128784}, {'corpus_id': 200, 'score': 0.18404722213745117}]]",454
Movie,template_based,5,"Index([205, 206, 207, 208, 209], dtype='int64')","[207, 208, 209, 205, 206]",precision@5: 1.0,"[[{'corpus_id': 207, 'score': 0.4350752532482147}, {'corpus_id': 208, 'score': 0.40342849493026733}, {'corpus_id': 209, 'score': 0.34942886233329773}, {'corpus_id': 205, 'score': 0.33185821771621704}, {'corpus_id': 206, 'score': 0.3104625344276428}]]",454
film,template_based,5,"Index([210, 211, 212, 213, 214], dtype='int64')","[211, 210, 214, 212, 213]",precision@5: 1.0,"[[{'corpus_id': 211, 'score': 0.43961504101753235}, {'corpus_id': 210, 'score': 0.42624330520629883}, {'corpus_id': 214, 'score': 0.42355453968048096}, {'corpus_id': 212, 'score': 0.402365505695343}, {'corpus_id': 213, 'score': 0.36525699496269226}]]",454
films,template_based,5,"Index([215, 216, 217, 218, 219], dtype='int64')","[217, 215, 219, 216, 218]",precision@5: 1.0,"[[{'corpus_id': 217, 'score': 0.2669386565685272}, {'corpus_id': 215, 'score': 0.2352476269006729}, {'corpus_id': 219, 'score': 0.23502923548221588}, {'corpus_id': 216, 'score': 0.21895280480384827}, {'corpus_id': 218, 'score': 0.21449409425258636}]]",454
medicine,template_based,5,"Index([220, 221, 222, 223, 224], dtype='int64')","[222, 221, 223, 224, 220]",precision@5: 1.0,"[[{'corpus_id': 222, 'score': 0.26586204767227173}, {'corpus_id': 221, 'score': 0.2062978595495224}, {'corpus_id': 223, 'score': 0.18542763590812683}, {'corpus_id': 224, 'score': 0.1711183786392212}, {'corpus_id': 220, 'score': 0.10799168795347214}]]",454
party,template_based,5,"Index([225, 226, 227, 228, 229], dtype='int64')","[225, 227, 226, 229, 228]",precision@5: 1.0,"[[{'corpus_id': 225, 'score': 0.41763076186180115}, {'corpus_id': 227, 'score': 0.410993367433548}, {'corpus_id': 226, 'score': 0.3914954662322998}, {'corpus_id': 229, 'score': 0.3855886459350586}, {'corpus_id': 228, 'score': 0.3638293147087097}]]",454
region,template_based,5,"Index([230, 231, 232, 233, 234], dtype='int64')","[230, 233, 232, 234, 231]",precision@5: 1.0,"[[{'corpus_id': 230, 'score': 0.49646759033203125}, {'corpus_id': 233, 'score': 0.41702938079833984}, {'corpus_id': 232, 'score': 0.41120707988739014}, {'corpus_id': 234, 'score': 0.3742220401763916}, {'corpus_id': 231, 'score': 0.3429657816886902}]]",454
Student,template_based,5,"Index([235, 236, 237, 238, 239], dtype='int64')","[333, 332, 236, 330, 239]",precision@5: 0.4,"[[{'corpus_id': 333, 'score': 0.18518763780593872}, {'corpus_id': 332, 'score': 0.18484088778495789}, {'corpus_id': 236, 'score': 0.18311521410942078}, {'corpus_id': 330, 'score': 0.1814390867948532}, {'corpus_id': 239, 'score': 0.17865987122058868}]]",454
list,template_based,5,"Index([240, 241, 242, 243, 244], dtype='int64')","[241, 240, 242, 243, 244]",precision@5: 1.0,"[[{'corpus_id': 241, 'score': 0.208086758852005}, {'corpus_id': 240, 'score': 0.1572198122739792}, {'corpus_id': 242, 'score': 0.15065349638462067}, {'corpus_id': 243, 'score': 0.1125105693936348}, {'corpus_id': 244, 'score': 0.10651831328868866}]]",454
teachers,template_based,5,"Index([245, 246, 247, 248, 249], dtype='int64')","[247, 248, 246, 245, 249]",precision@5: 1.0,"[[{'corpus_id': 247, 'score': 0.27002987265586853}, {'corpus_id': 248, 'score': 0.20161861181259155}, {'corpus_id': 246, 'score': 0.19310711324214935}, {'corpus_id': 245, 'score': 0.18466497957706451}, {'corpus_id': 249, 'score': 0.14615005254745483}]]",454
drivers,template_based,5,"Index([336, 337, 338, 339, 358], dtype='int64')","[338, 339, 336, 358, 343]",precision@5: 0.8,"[[{'corpus_id': 338, 'score': 0.21340087056159973}, {'corpus_id': 339, 'score': 0.17839153110980988}, {'corpus_id': 336, 'score': 0.15955547988414764}, {'corpus_id': 358, 'score': 0.14976458251476288}, {'corpus_id': 343, 'score': 0.14726349711418152}]]",454
circuits,template_based,5,"Index([340, 341, 342, 343, 344], dtype='int64')","[340, 394, 342, 341, 343]",precision@5: 0.8,"[[{'corpus_id': 340, 'score': 0.1707298755645752}, {'corpus_id': 394, 'score': 0.16134794056415558}, {'corpus_id': 342, 'score': 0.15724925696849823}, {'corpus_id': 341, 'score': 0.1549987643957138}, {'corpus_id': 343, 'score': 0.14009994268417358}]]",454
constructors,template_based,5,"Index([345, 346, 347, 348, 349], dtype='int64')","[345, 347, 348, 349, 346]",precision@5: 1.0,"[[{'corpus_id': 345, 'score': 0.3944648206233978}, {'corpus_id': 347, 'score': 0.3839113116264343}, {'corpus_id': 348, 'score': 0.37455877661705017}, {'corpus_id': 349, 'score': 0.3441947400569916}, {'corpus_id': 346, 'score': 0.31441137194633484}]]",454
user_reviews,template_based,5,"Index([350, 351, 352, 353, 354], dtype='int64')","[401, 350, 354, 352, 353]",precision@5: 0.8,"[[{'corpus_id': 401, 'score': 0.19809198379516602}, {'corpus_id': 350, 'score': 0.19344212114810944}, {'corpus_id': 354, 'score': 0.18393179774284363}, {'corpus_id': 352, 'score': 0.13396456837654114}, {'corpus_id': 353, 'score': 0.12070785462856293}]]",454
customers,template_based,5,"Index([355, 356, 357, 359, 360], dtype='int64')","[84, 98, 99, 385, 97]",precision@5: 0.0,"[[{'corpus_id': 84, 'score': 0.07400863617658615}, {'corpus_id': 98, 'score': 0.07089875638484955}, {'corpus_id': 99, 'score': 0.07006092369556427}, {'corpus_id': 385, 'score': 0.067146897315979}, {'corpus_id': 97, 'score': 0.06710153818130493}]]",454
rootbeerbrand,template_based,5,"Index([361, 362, 363, 364, 365], dtype='int64')","[364, 365, 362, 361, 360]",precision@5: 0.8,"[[{'corpus_id': 364, 'score': 0.3257252275943756}, {'corpus_id': 365, 'score': 0.29696744680404663}, {'corpus_id': 362, 'score': 0.2833057641983032}, {'corpus_id': 361, 'score': 0.23450560867786407}, {'corpus_id': 360, 'score': 0.22064311802387238}]]",454
publisher,template_based,5,"Index([366, 367, 368, 369, 382], dtype='int64')","[383, 370, 377, 375, 369]",precision@5: 0.2,"[[{'corpus_id': 383, 'score': 0.1777763068675995}, {'corpus_id': 370, 'score': 0.15196028351783752}, {'corpus_id': 377, 'score': 0.1447630673646927}, {'corpus_id': 375, 'score': 0.1330946832895279}, {'corpus_id': 369, 'score': 0.12530145049095154}]]",454
author,template_based,5,"Index([370, 371, 372, 373, 383], dtype='int64')","[371, 370, 382, 383, 366]",precision@5: 0.6,"[[{'corpus_id': 371, 'score': 0.14928467571735382}, {'corpus_id': 370, 'score': 0.14340446889400482}, {'corpus_id': 382, 'score': 0.09384765475988388}, {'corpus_id': 383, 'score': 0.08952038735151291}, {'corpus_id': 366, 'score': 0.0632515624165535}]]",454
customer,template_based,5,"Index([374, 375, 376, 377, 384], dtype='int64')","[81, 96, 84, 82, 190]",precision@5: 0.0,"[[{'corpus_id': 81, 'score': 0.07997067272663116}, {'corpus_id': 96, 'score': 0.07354696840047836}, {'corpus_id': 84, 'score': 0.07347799837589264}, {'corpus_id': 82, 'score': 0.07025747001171112}, {'corpus_id': 190, 'score': 0.0682058185338974}]]",454
businesses,template_based,5,"Index([378, 379, 380, 381, 385], dtype='int64')","[378, 379, 385, 380, 381]",precision@5: 1.0,"[[{'corpus_id': 378, 'score': 0.20658709108829498}, {'corpus_id': 379, 'score': 0.18351149559020996}, {'corpus_id': 385, 'score': 0.16093869507312775}, {'corpus_id': 380, 'score': 0.1494888961315155}, {'corpus_id': 381, 'score': 0.1384747475385666}]]",454
AllotropesCarbon,template_based,1,"Index([406], dtype='int64')",[406],precision@1: 1.0,"[[{'corpus_id': 406, 'score': 0.3520069420337677}]]",454
AluminiumAluminium,template_based,1,"Index([424], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.2384319305419922}]]",454
Apollo_11,template_based,1,"Index([], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.4070703089237213}]]",454
Automatic speech recognitionDeep learning,template_based,1,"Index([445], dtype='int64')",[445],precision@1: 1.0,"[[{'corpus_id': 445, 'score': 0.1121969074010849}]]",454
Bluetooth device power by class Bluetooth,template_based,1,"Index([427], dtype='int64')",[427],precision@1: 1.0,"[[{'corpus_id': 427, 'score': 0.20062923431396484}]]",454
Chlorine oxoacids and oxyanionsChlorine,template_based,1,"Index([439], dtype='int64')",[439],precision@1: 1.0,"[[{'corpus_id': 439, 'score': 0.19550661742687225}]]",454
Clubs relegated from Série ACampeonato Brasileiro Série A,template_based,1,"Index([402], dtype='int64')",[402],precision@1: 1.0,"[[{'corpus_id': 402, 'score': 0.18195587396621704}]]",454
Common purposesDam,template_based,1,"Index([449], dtype='int64')",[449],precision@1: 1.0,"[[{'corpus_id': 449, 'score': 0.2336638867855072}]]",454
Comparison of motor types Electric motor,template_based,1,"Index([446], dtype='int64')",[446],precision@1: 1.0,"[[{'corpus_id': 446, 'score': 0.2397061139345169}]]",454
"Comparison of Union and Confederacy, 1860–1864[245][246] American Civil War",template_based,1,"Index([404], dtype='int64')",[404],precision@1: 1.0,"[[{'corpus_id': 404, 'score': 0.24896223843097687}]]",454
Currently docked_berthedInternational Space Station,template_based,1,"Index([410], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.13823117315769196}]]",454
Current squadBrazil national football team,template_based,1,"Index([403], dtype='int64')",[403],precision@1: 1.0,"[[{'corpus_id': 403, 'score': 0.113548643887043}]]",454
Decay modes in NUBASE2020[30] Radioactive decay,template_based,1,"Index([434], dtype='int64')",[434],precision@1: 1.0,"[[{'corpus_id': 434, 'score': 0.2435920387506485}]]",454
Electromagnetic radiation interaction with matter Electromagnetic spectrum,template_based,1,"Index([420], dtype='int64')",[420],precision@1: 1.0,"[[{'corpus_id': 420, 'score': 0.2711830735206604}]]",454
Electron configurationsPeriodic table,template_based,1,"Index([405], dtype='int64')",[11],precision@1: 0.0,"[[{'corpus_id': 11, 'score': 0.11816892772912979}]]",454
Elementary Particles Particle physics,template_based,1,"Index([448], dtype='int64')",[448],precision@1: 1.0,"[[{'corpus_id': 448, 'score': 0.23217566311359406}]]",454
Energetics of supernovae Supernova,template_based,1,"Index([442], dtype='int64')",[442],precision@1: 1.0,"[[{'corpus_id': 442, 'score': 0.16763630509376526}]]",454
Fuel use in vehicle designs Electric vehicle,template_based,1,"Index([436], dtype='int64')",[436],precision@1: 1.0,"[[{'corpus_id': 436, 'score': 0.25520798563957214}]]",454
Genetic testingCancer,template_based,1,"Index([430], dtype='int64')",[430],precision@1: 1.0,"[[{'corpus_id': 430, 'score': 0.1324288547039032}]]",454
Genomic diversity among viruses Virus,template_based,1,"Index([416], dtype='int64')",[262],precision@1: 0.0,"[[{'corpus_id': 262, 'score': 0.07403585314750671}]]",454
GoldGold,template_based,1,"Index([422], dtype='int64')",[239],precision@1: 0.0,"[[{'corpus_id': 239, 'score': 0.07286900281906128}]]",454
GPS message format Global Positioning System,template_based,1,"Index([450], dtype='int64')",[450],precision@1: 1.0,"[[{'corpus_id': 450, 'score': 0.1719050407409668}]]",454
HeliumHelium,template_based,1,"Index([425], dtype='int64')",[92],precision@1: 0.0,"[[{'corpus_id': 92, 'score': 0.09619235247373581}]]",454
Interactions of thermodynamic systems Thermodynamics,template_based,1,"Index([433], dtype='int64')",[433],precision@1: 1.0,"[[{'corpus_id': 433, 'score': 0.09488093852996826}]]",454
IronIron,template_based,1,"Index([408], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.19288934767246246}]]",454
JavaScript type conversions JavaScript,template_based,1,"Index([443], dtype='int64')",[206],precision@1: 0.0,"[[{'corpus_id': 206, 'score': 0.0749443769454956}]]",454
JIS transistor prefix table Transistor,template_based,1,"Index([415], dtype='int64')",[415],precision@1: 1.0,"[[{'corpus_id': 415, 'score': 0.09252794831991196}]]",454
Lithium-ion battery,template_based,1,"Index([437], dtype='int64')",[250],precision@1: 0.0,"[[{'corpus_id': 250, 'score': 0.13632145524024963}]]",454
LithiumLithium,template_based,1,"Index([409], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.2177915871143341}]]",454
Magnetic field,template_based,1,"Index([432], dtype='int64')",[432],precision@1: 1.0,"[[{'corpus_id': 432, 'score': 0.14391107857227325}]]",454
Major milestones James Webb Space Telescope,template_based,1,"Index([413], dtype='int64')",[413],precision@1: 1.0,"[[{'corpus_id': 413, 'score': 0.35531309247016907}]]",454
Mass ratiosRocket,template_based,1,"Index([435], dtype='int64')",[411],precision@1: 0.0,"[[{'corpus_id': 411, 'score': 0.14301957190036774}]]",454
"Neutronicity, confinement requirement, and power densityNuclear fusion",template_based,1,"Index([418], dtype='int64')",[407],precision@1: 0.0,"[[{'corpus_id': 407, 'score': 0.1333061307668686}]]",454
